key_date,year,month,day,hour,minute,number_people,day_of_week,is_weekend,is_holiday,is_start_of_semester,is_during_semester,temp_f,rain_mm,encoded_weather_code,weather_type
2015-08-15,2015,8,15,12,0,36,Saturday,True,False,False,False,86.957596,0.0,3,Overcast
2015-08-15,2015,8,15,12,20,37,Saturday,True,False,False,False,86.957596,0.0,3,Overcast
2015-08-15,2015,8,15,12,30,38,Saturday,True,False,False,False,86.957596,0.0,3,Overcast
2015-08-15,2015,8,15,12,40,30,Saturday,True,False,False,False,86.957596,0.0,3,Overcast
2015-08-15,2015,8,15,12,50,34,Saturday,True,False,False,False,86.957596,0.0,3,Overcast
2015-08-15,2015,8,15,13,0,26,Saturday,True,False,False,False,90.4676,0.0,3,Overcast
2015-08-15,2015,8,15,13,20,33,Saturday,True,False,False,False,90.4676,0.0,3,Overcast
2015-08-15,2015,8,15,13,30,31,Saturday,True,False,False,False,90.4676,0.0,3,Overcast
2015-08-15,2015,8,15,13,40,26,Saturday,True,False,False,False,90.4676,0.0,3,Overcast
2015-08-15,2015,8,15,13,50,26,Saturday,True,False,False,False,90.4676,0.0,3,Overcast
2015-08-15,2015,8,15,14,0,26,Saturday,True,False,False,False,92.8976,0.0,3,Overcast
2015-08-15,2015,8,15,14,20,23,Saturday,True,False,False,False,92.8976,0.0,3,Overcast
2015-08-15,2015,8,15,14,30,29,Saturday,True,False,False,False,92.8976,0.0,3,Overcast
2015-08-15,2015,8,15,14,40,27,Saturday,True,False,False,False,92.8976,0.0,3,Overcast
2015-08-15,2015,8,15,14,50,29,Saturday,True,False,False,False,92.8976,0.0,3,Overcast
2015-08-15,2015,8,15,15,0,25,Saturday,True,False,False,False,94.247604,0.0,3,Overcast
2015-08-15,2015,8,15,15,20,29,Saturday,True,False,False,False,94.247604,0.0,3,Overcast
2015-08-15,2015,8,15,15,30,35,Saturday,True,False,False,False,94.247604,0.0,3,Overcast
2015-08-15,2015,8,15,15,40,32,Saturday,True,False,False,False,94.247604,0.0,3,Overcast
2015-08-15,2015,8,15,15,50,36,Saturday,True,False,False,False,94.247604,0.0,3,Overcast
2015-08-15,2015,8,15,16,0,31,Saturday,True,False,False,False,93.887596,0.0,1,Mainly clear
2015-08-15,2015,8,15,16,20,24,Saturday,True,False,False,False,93.887596,0.0,1,Mainly clear
2015-08-15,2015,8,15,16,30,26,Saturday,True,False,False,False,93.887596,0.0,1,Mainly clear
2015-08-15,2015,8,15,16,40,28,Saturday,True,False,False,False,93.887596,0.0,1,Mainly clear
2015-08-15,2015,8,15,16,50,33,Saturday,True,False,False,False,93.887596,0.0,1,Mainly clear
2015-08-15,2015,8,15,17,0,26,Saturday,True,False,False,False,92.35759,0.0,0,Clear sky
2015-08-15,2015,8,15,17,20,31,Saturday,True,False,False,False,92.35759,0.0,0,Clear sky
2015-08-15,2015,8,15,17,30,39,Saturday,True,False,False,False,92.35759,0.0,0,Clear sky
2015-08-15,2015,8,15,17,40,43,Saturday,True,False,False,False,92.35759,0.0,0,Clear sky
2015-08-15,2015,8,15,17,50,40,Saturday,True,False,False,False,92.35759,0.0,0,Clear sky
2015-08-15,2015,8,15,18,0,36,Saturday,True,False,False,False,89.29759,0.0,0,Clear sky
2015-08-15,2015,8,15,18,20,43,Saturday,True,False,False,False,89.29759,0.0,0,Clear sky
2015-08-15,2015,8,15,18,30,38,Saturday,True,False,False,False,89.29759,0.0,0,Clear sky
2015-08-15,2015,8,15,18,40,32,Saturday,True,False,False,False,89.29759,0.0,0,Clear sky
2015-08-15,2015,8,15,18,50,29,Saturday,True,False,False,False,89.29759,0.0,0,Clear sky
2015-08-15,2015,8,15,19,0,31,Saturday,True,False,False,False,84.887596,0.0,1,Mainly clear
2015-08-15,2015,8,15,19,20,27,Saturday,True,False,False,False,84.887596,0.0,1,Mainly clear
2015-08-15,2015,8,15,19,30,23,Saturday,True,False,False,False,84.887596,0.0,1,Mainly clear
2015-08-15,2015,8,15,19,40,29,Saturday,True,False,False,False,84.887596,0.0,1,Mainly clear
2015-08-15,2015,8,15,19,50,28,Saturday,True,False,False,False,84.887596,0.0,1,Mainly clear
2015-08-15,2015,8,15,20,0,29,Saturday,True,False,False,False,80.1176,0.0,1,Mainly clear
2015-08-15,2015,8,15,20,20,29,Saturday,True,False,False,False,80.1176,0.0,1,Mainly clear
2015-08-15,2015,8,15,20,30,31,Saturday,True,False,False,False,80.1176,0.0,1,Mainly clear
2015-08-15,2015,8,15,20,40,28,Saturday,True,False,False,False,80.1176,0.0,1,Mainly clear
2015-08-15,2015,8,15,20,50,33,Saturday,True,False,False,False,80.1176,0.0,1,Mainly clear
2015-08-15,2015,8,15,21,0,26,Saturday,True,False,False,False,76.6076,0.0,3,Overcast
2015-08-15,2015,8,15,21,20,25,Saturday,True,False,False,False,76.6076,0.0,3,Overcast
2015-08-15,2015,8,15,21,30,29,Saturday,True,False,False,False,76.6076,0.0,3,Overcast
2015-08-15,2015,8,15,21,40,22,Saturday,True,False,False,False,76.6076,0.0,3,Overcast
2015-08-15,2015,8,15,21,50,24,Saturday,True,False,False,False,76.6076,0.0,3,Overcast
2015-08-15,2015,8,15,22,0,26,Saturday,True,False,False,False,73.9076,0.0,3,Overcast
2015-08-15,2015,8,15,22,20,22,Saturday,True,False,False,False,73.9076,0.0,3,Overcast
2015-08-15,2015,8,15,22,30,25,Saturday,True,False,False,False,73.9076,0.0,3,Overcast
2015-08-15,2015,8,15,22,40,26,Saturday,True,False,False,False,73.9076,0.0,3,Overcast
2015-08-15,2015,8,15,22,50,12,Saturday,True,False,False,False,73.9076,0.0,3,Overcast
2015-08-15,2015,8,15,23,0,17,Saturday,True,False,False,False,71.3876,0.0,3,Overcast
2015-08-15,2015,8,15,23,20,4,Saturday,True,False,False,False,71.3876,0.0,3,Overcast
2015-08-15,2015,8,15,23,30,2,Saturday,True,False,False,False,71.3876,0.0,3,Overcast
2015-08-15,2015,8,15,23,40,0,Saturday,True,False,False,False,71.3876,0.0,3,Overcast
2015-08-15,2015,8,15,23,50,0,Saturday,True,False,False,False,71.3876,0.0,3,Overcast
2015-08-16,2015,8,16,0,0,0,Sunday,True,False,False,False,70.667595,0.0,3,Overcast
2015-08-16,2015,8,16,0,20,0,Sunday,True,False,False,False,70.667595,0.0,3,Overcast
2015-08-16,2015,8,16,0,30,0,Sunday,True,False,False,False,70.667595,0.0,3,Overcast
2015-08-16,2015,8,16,0,40,0,Sunday,True,False,False,False,70.667595,0.0,3,Overcast
2015-08-16,2015,8,16,0,50,0,Sunday,True,False,False,False,70.667595,0.0,3,Overcast
2015-08-16,2015,8,16,1,0,0,Sunday,True,False,False,False,68.7776,0.0,3,Overcast
2015-08-16,2015,8,16,5,20,0,Sunday,True,False,False,False,63.107597,0.0,3,Overcast
2015-08-16,2015,8,16,5,30,0,Sunday,True,False,False,False,63.107597,0.0,3,Overcast
2015-08-16,2015,8,16,5,40,0,Sunday,True,False,False,False,63.107597,0.0,3,Overcast
2015-08-16,2015,8,16,5,50,0,Sunday,True,False,False,False,63.107597,0.0,3,Overcast
2015-08-16,2015,8,16,6,0,0,Sunday,True,False,False,False,62.0276,0.0,3,Overcast
2015-08-16,2015,8,16,6,20,0,Sunday,True,False,False,False,62.0276,0.0,3,Overcast
2015-08-16,2015,8,16,6,30,0,Sunday,True,False,False,False,62.0276,0.0,3,Overcast
2015-08-16,2015,8,16,6,40,0,Sunday,True,False,False,False,62.0276,0.0,3,Overcast
2015-08-16,2015,8,16,6,50,0,Sunday,True,False,False,False,62.0276,0.0,3,Overcast
2015-08-16,2015,8,16,7,0,1,Sunday,True,False,False,False,61.5776,0.0,3,Overcast
2015-08-16,2015,8,16,7,20,0,Sunday,True,False,False,False,61.5776,0.0,3,Overcast
2015-08-16,2015,8,16,7,30,0,Sunday,True,False,False,False,61.5776,0.0,3,Overcast
2015-08-16,2015,8,16,7,40,2,Sunday,True,False,False,False,61.5776,0.0,3,Overcast
2015-08-16,2015,8,16,7,50,2,Sunday,True,False,False,False,61.5776,0.0,3,Overcast
2015-08-16,2015,8,16,8,0,3,Sunday,True,False,False,False,65.26759,0.0,3,Overcast
2015-08-16,2015,8,16,8,20,12,Sunday,True,False,False,False,65.26759,0.0,3,Overcast
2015-08-16,2015,8,16,8,30,18,Sunday,True,False,False,False,65.26759,0.0,3,Overcast
2015-08-16,2015,8,16,8,40,11,Sunday,True,False,False,False,65.26759,0.0,3,Overcast
2015-08-16,2015,8,16,8,50,16,Sunday,True,False,False,False,65.26759,0.0,3,Overcast
2015-08-16,2015,8,16,9,0,15,Sunday,True,False,False,False,71.5676,0.0,2,Partly cloudy
2015-08-16,2015,8,16,9,20,18,Sunday,True,False,False,False,71.5676,0.0,2,Partly cloudy
2015-08-16,2015,8,16,9,30,17,Sunday,True,False,False,False,71.5676,0.0,2,Partly cloudy
2015-08-16,2015,8,16,9,40,12,Sunday,True,False,False,False,71.5676,0.0,2,Partly cloudy
2015-08-16,2015,8,16,9,50,22,Sunday,True,False,False,False,71.5676,0.0,2,Partly cloudy
2015-08-16,2015,8,16,10,0,23,Sunday,True,False,False,False,79.4876,0.0,3,Overcast
2015-08-16,2015,8,16,10,20,27,Sunday,True,False,False,False,79.4876,0.0,3,Overcast
2015-08-16,2015,8,16,10,30,25,Sunday,True,False,False,False,79.4876,0.0,3,Overcast
2015-08-16,2015,8,16,10,40,20,Sunday,True,False,False,False,79.4876,0.0,3,Overcast
2015-08-16,2015,8,16,10,50,25,Sunday,True,False,False,False,79.4876,0.0,3,Overcast
2015-08-16,2015,8,16,11,0,19,Sunday,True,False,False,False,86.6876,0.0,3,Overcast
2015-08-16,2015,8,16,11,20,18,Sunday,True,False,False,False,86.6876,0.0,3,Overcast
2015-08-16,2015,8,16,11,30,25,Sunday,True,False,False,False,86.6876,0.0,3,Overcast
2015-08-16,2015,8,16,11,40,29,Sunday,True,False,False,False,86.6876,0.0,3,Overcast
2015-08-16,2015,8,16,11,50,24,Sunday,True,False,False,False,86.6876,0.0,3,Overcast
2015-08-16,2015,8,16,12,0,29,Sunday,True,False,False,False,90.1976,0.0,3,Overcast
2015-08-16,2015,8,16,12,20,22,Sunday,True,False,False,False,90.1976,0.0,3,Overcast
2015-08-16,2015,8,16,12,30,20,Sunday,True,False,False,False,90.1976,0.0,3,Overcast
2015-08-16,2015,8,16,12,40,34,Sunday,True,False,False,False,90.1976,0.0,3,Overcast
2015-08-16,2015,8,16,12,50,19,Sunday,True,False,False,False,90.1976,0.0,3,Overcast
2015-08-16,2015,8,16,13,0,16,Sunday,True,False,False,False,93.9776,0.0,2,Partly cloudy
2015-08-16,2015,8,16,13,20,27,Sunday,True,False,False,False,93.9776,0.0,2,Partly cloudy
2015-08-16,2015,8,16,13,30,28,Sunday,True,False,False,False,93.9776,0.0,2,Partly cloudy
2015-08-16,2015,8,16,13,40,24,Sunday,True,False,False,False,93.9776,0.0,2,Partly cloudy
2015-08-16,2015,8,16,13,50,26,Sunday,True,False,False,False,93.9776,0.0,2,Partly cloudy
2015-08-16,2015,8,16,14,0,16,Sunday,True,False,False,False,96.40759,0.0,2,Partly cloudy
2015-08-16,2015,8,16,14,20,20,Sunday,True,False,False,False,96.40759,0.0,2,Partly cloudy
2015-08-16,2015,8,16,14,30,21,Sunday,True,False,False,False,96.40759,0.0,2,Partly cloudy
2015-08-16,2015,8,16,14,40,20,Sunday,True,False,False,False,96.40759,0.0,2,Partly cloudy
2015-08-16,2015,8,16,14,50,22,Sunday,True,False,False,False,96.40759,0.0,2,Partly cloudy
2015-08-16,2015,8,16,15,0,19,Sunday,True,False,False,False,97.487595,0.0,3,Overcast
2015-08-16,2015,8,16,15,20,27,Sunday,True,False,False,False,97.487595,0.0,3,Overcast
2015-08-16,2015,8,16,15,30,31,Sunday,True,False,False,False,97.487595,0.0,3,Overcast
2015-08-16,2015,8,16,15,40,32,Sunday,True,False,False,False,97.487595,0.0,3,Overcast
2015-08-16,2015,8,16,15,50,27,Sunday,True,False,False,False,97.487595,0.0,3,Overcast
2015-08-16,2015,8,16,16,0,27,Sunday,True,False,False,False,96.85759,0.0,3,Overcast
2015-08-16,2015,8,16,16,20,24,Sunday,True,False,False,False,96.85759,0.0,3,Overcast
2015-08-16,2015,8,16,16,30,29,Sunday,True,False,False,False,96.85759,0.0,3,Overcast
2015-08-16,2015,8,16,16,40,25,Sunday,True,False,False,False,96.85759,0.0,3,Overcast
2015-08-16,2015,8,16,16,50,30,Sunday,True,False,False,False,96.85759,0.0,3,Overcast
2015-08-16,2015,8,16,17,0,31,Sunday,True,False,False,False,94.7876,0.0,3,Overcast
2015-08-16,2015,8,16,17,20,40,Sunday,True,False,False,False,94.7876,0.0,3,Overcast
2015-08-16,2015,8,16,17,30,30,Sunday,True,False,False,False,94.7876,0.0,3,Overcast
2015-08-16,2015,8,16,17,40,35,Sunday,True,False,False,False,94.7876,0.0,3,Overcast
2015-08-16,2015,8,16,17,50,34,Sunday,True,False,False,False,94.7876,0.0,3,Overcast
2015-08-16,2015,8,16,18,0,31,Sunday,True,False,False,False,91.2776,0.0,3,Overcast
2015-08-16,2015,8,16,18,20,34,Sunday,True,False,False,False,91.2776,0.0,3,Overcast
2015-08-16,2015,8,16,18,30,36,Sunday,True,False,False,False,91.2776,0.0,3,Overcast
2015-08-16,2015,8,16,18,40,27,Sunday,True,False,False,False,91.2776,0.0,3,Overcast
2015-08-16,2015,8,16,18,50,33,Sunday,True,False,False,False,91.2776,0.0,3,Overcast
2015-08-16,2015,8,16,19,0,38,Sunday,True,False,False,False,86.597595,0.0,3,Overcast
2015-08-16,2015,8,16,19,20,41,Sunday,True,False,False,False,86.597595,0.0,3,Overcast
2015-08-16,2015,8,16,19,30,39,Sunday,True,False,False,False,86.597595,0.0,3,Overcast
2015-08-16,2015,8,16,19,40,39,Sunday,True,False,False,False,86.597595,0.0,3,Overcast
2015-08-16,2015,8,16,19,50,41,Sunday,True,False,False,False,86.597595,0.0,3,Overcast
2015-08-16,2015,8,16,20,0,28,Sunday,True,False,False,False,82.0076,0.0,3,Overcast
2015-08-16,2015,8,16,20,20,38,Sunday,True,False,False,False,82.0076,0.0,3,Overcast
2015-08-16,2015,8,16,20,30,38,Sunday,True,False,False,False,82.0076,0.0,3,Overcast
2015-08-16,2015,8,16,20,40,39,Sunday,True,False,False,False,82.0076,0.0,3,Overcast
2015-08-16,2015,8,16,20,50,25,Sunday,True,False,False,False,82.0076,0.0,3,Overcast
2015-08-16,2015,8,16,21,0,32,Sunday,True,False,False,False,78.4976,0.0,2,Partly cloudy
2015-08-16,2015,8,16,21,20,32,Sunday,True,False,False,False,78.4976,0.0,2,Partly cloudy
2015-08-16,2015,8,16,21,30,26,Sunday,True,False,False,False,78.4976,0.0,2,Partly cloudy
2015-08-16,2015,8,16,21,40,31,Sunday,True,False,False,False,78.4976,0.0,2,Partly cloudy
2015-08-16,2015,8,16,21,50,26,Sunday,True,False,False,False,78.4976,0.0,2,Partly cloudy
2015-08-16,2015,8,16,22,0,38,Sunday,True,False,False,False,75.707596,0.0,1,Mainly clear
2015-08-16,2015,8,16,22,20,34,Sunday,True,False,False,False,75.707596,0.0,1,Mainly clear
2015-08-16,2015,8,16,22,30,35,Sunday,True,False,False,False,75.707596,0.0,1,Mainly clear
2015-08-16,2015,8,16,22,40,24,Sunday,True,False,False,False,75.707596,0.0,1,Mainly clear
2015-08-16,2015,8,16,22,50,31,Sunday,True,False,False,False,75.707596,0.0,1,Mainly clear
2015-08-16,2015,8,16,23,0,22,Sunday,True,False,False,False,72.7376,0.0,0,Clear sky
2015-08-16,2015,8,16,23,20,21,Sunday,True,False,False,False,72.7376,0.0,0,Clear sky
2015-08-16,2015,8,16,23,30,17,Sunday,True,False,False,False,72.7376,0.0,0,Clear sky
2015-08-16,2015,8,16,23,40,19,Sunday,True,False,False,False,72.7376,0.0,0,Clear sky
2015-08-16,2015,8,16,23,50,22,Sunday,True,False,False,False,72.7376,0.0,0,Clear sky
2015-08-17,2015,8,17,0,0,17,Monday,False,False,False,False,71.3876,0.0,0,Clear sky
2015-08-17,2015,8,17,0,20,17,Monday,False,False,False,False,71.3876,0.0,0,Clear sky
2015-08-17,2015,8,17,0,30,14,Monday,False,False,False,False,71.3876,0.0,0,Clear sky
2015-08-17,2015,8,17,0,40,9,Monday,False,False,False,False,71.3876,0.0,0,Clear sky
2015-08-17,2015,8,17,0,50,11,Monday,False,False,False,False,71.3876,0.0,0,Clear sky
2015-08-17,2015,8,17,1,0,6,Monday,False,False,False,False,69.0476,0.0,0,Clear sky
2015-08-17,2015,8,17,5,20,3,Monday,False,False,False,False,61.9376,0.0,2,Partly cloudy
2015-08-17,2015,8,17,5,30,1,Monday,False,False,False,False,61.9376,0.0,2,Partly cloudy
2015-08-17,2015,8,17,5,40,4,Monday,False,False,False,False,61.9376,0.0,2,Partly cloudy
2015-08-17,2015,8,17,5,50,0,Monday,False,False,False,False,61.9376,0.0,2,Partly cloudy
2015-08-17,2015,8,17,6,0,9,Monday,False,False,False,False,60.857597,0.0,2,Partly cloudy
2015-08-17,2015,8,17,6,20,9,Monday,False,False,False,False,60.857597,0.0,2,Partly cloudy
2015-08-17,2015,8,17,6,30,16,Monday,False,False,False,False,60.857597,0.0,2,Partly cloudy
2015-08-17,2015,8,17,6,40,18,Monday,False,False,False,False,60.857597,0.0,2,Partly cloudy
2015-08-17,2015,8,17,6,50,13,Monday,False,False,False,False,60.857597,0.0,2,Partly cloudy
2015-08-17,2015,8,17,7,0,23,Monday,False,False,False,False,59.6876,0.0,2,Partly cloudy
2015-08-17,2015,8,17,7,20,26,Monday,False,False,False,False,59.6876,0.0,2,Partly cloudy
2015-08-17,2015,8,17,7,30,23,Monday,False,False,False,False,59.6876,0.0,2,Partly cloudy
2015-08-17,2015,8,17,7,40,17,Monday,False,False,False,False,59.6876,0.0,2,Partly cloudy
2015-08-17,2015,8,17,7,50,27,Monday,False,False,False,False,59.6876,0.0,2,Partly cloudy
2015-08-17,2015,8,17,8,0,23,Monday,False,False,False,False,63.5576,0.0,2,Partly cloudy
2015-08-17,2015,8,17,8,20,38,Monday,False,False,False,False,63.5576,0.0,2,Partly cloudy
2015-08-17,2015,8,17,8,30,24,Monday,False,False,False,False,63.5576,0.0,2,Partly cloudy
2015-08-17,2015,8,17,8,40,23,Monday,False,False,False,False,63.5576,0.0,2,Partly cloudy
2015-08-17,2015,8,17,8,50,32,Monday,False,False,False,False,63.5576,0.0,2,Partly cloudy
2015-08-17,2015,8,17,9,0,31,Monday,False,False,False,False,69.2276,0.0,1,Mainly clear
2015-08-17,2015,8,17,9,20,31,Monday,False,False,False,False,69.2276,0.0,1,Mainly clear
2015-08-17,2015,8,17,9,30,32,Monday,False,False,False,False,69.2276,0.0,1,Mainly clear
2015-08-17,2015,8,17,9,40,34,Monday,False,False,False,False,69.2276,0.0,1,Mainly clear
2015-08-17,2015,8,17,9,50,39,Monday,False,False,False,False,69.2276,0.0,1,Mainly clear
2015-08-17,2015,8,17,10,0,39,Monday,False,False,False,False,76.1576,0.0,1,Mainly clear
2015-08-17,2015,8,17,10,20,33,Monday,False,False,False,False,76.1576,0.0,1,Mainly clear
2015-08-17,2015,8,17,10,30,33,Monday,False,False,False,False,76.1576,0.0,1,Mainly clear
2015-08-17,2015,8,17,10,40,37,Monday,False,False,False,False,76.1576,0.0,1,Mainly clear
2015-08-17,2015,8,17,10,50,29,Monday,False,False,False,False,76.1576,0.0,1,Mainly clear
2015-08-17,2015,8,17,11,0,32,Monday,False,False,False,False,82.5476,0.0,1,Mainly clear
2015-08-17,2015,8,17,11,20,35,Monday,False,False,False,False,82.5476,0.0,1,Mainly clear
2015-08-17,2015,8,17,11,30,26,Monday,False,False,False,False,82.5476,0.0,1,Mainly clear
2015-08-17,2015,8,17,11,40,34,Monday,False,False,False,False,82.5476,0.0,1,Mainly clear
2015-08-17,2015,8,17,11,50,29,Monday,False,False,False,False,82.5476,0.0,1,Mainly clear
2015-08-17,2015,8,17,12,0,28,Monday,False,False,False,False,83.1776,0.0,0,Clear sky
2015-08-17,2015,8,17,12,20,32,Monday,False,False,False,False,83.1776,0.0,0,Clear sky
2015-08-17,2015,8,17,12,30,27,Monday,False,False,False,False,83.1776,0.0,0,Clear sky
